Plate,Well,Compound_id,lib_name,SMILES,Compound Name,SecName
ex_plate1,B21,Compound_0038,example_library,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,BMS 777607,
ex_plate1,B22,Compound_0039,example_library,Cc1cc(C(=O)COC(=O)c2cc(C)n(C3CC3)c2C)c(C)s1,,
ex_plate1,C3,Compound_0040,example_library,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC(C(=O)NCCCCCCNC(=O)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1)C1CCCCC1,BV-6,
ex_plate1,C4,Compound_0041,example_library,CC(C)N(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)CCO2,,
ex_plate1,C5,Compound_0042,example_library,Cc1onc(-c2ccccc2)c1C(=O)N1CCC(C)CC1,,
ex_plate1,C6,Compound_0043,example_library,O=C(O)CF,1080,SODIUM FLUOROACETATE
ex_plate1,C7,Compound_0044,example_library,Cc1cccc(C)c1N1C(=O)CC(N2CCC(c3ccc(O)cc3)CC2)C1=O,,
ex_plate1,C8,Compound_0045,example_library,CCOC(=O)C1CCN(c2nc(OC)nc(OC)n2)CC1,,
ex_plate1,C9,Compound_0046,example_library,CCOC(=O)c1sc(SC)nc1N,,
ex_plate1,C10,Compound_0047,example_library,CC(C)(C)C1CCC2(CC1)NC(=O)N(Cc1nc(-c3ccsc3)no1)C2=O,,
ex_plate1,C11,Compound_0048,example_library,COc1ccc(C)cc1-n1nnnc1SCC(=O)N1N=C(c2cccs2)CC1c1cccs1,,
ex_plate1,C12,Compound_0049,example_library,CCCS(=O)(=O)Nc1cccc(C(=O)OCc2coc(-c3ccc(F)cc3)n2)c1,,
ex_plate1,C13,Compound_0050,example_library,O=C1NC(=S)NC(=O)C1=CC=Cc1c(O)[nH]c(=S)[nH]c1=O,,
ex_plate1,C14,Compound_0051,example_library,COc1ccc(CN2CCCN(C(=O)c3cccnc3N3CCOCC3)CC2)cc1,,
ex_plate1,C15,Compound_0052,example_library,Cc1nc(Sc2nc(CN3CCOCC3)nc3sc(C)c(C)c23)c(C#N)c(C)c1C,,
ex_plate1,C16,Compound_0053,example_library,CC1c2cccn2CCN1S(=O)(=O)c1ccc(F)cc1F,,
ex_plate1,C17,Compound_0054,example_library,Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)c2cc(C)n(C3CC3)c2C)CC1,,
ex_plate1,C18,Compound_0055,example_library,N#CC(=Cc1ccc[nH]1)C(=O)Nc1ccc(F)c(F)c1F,,
ex_plate1,C19,Compound_0056,example_library,Cc1nn(-c2ccccc2)c(C)c1C(=O)N1CCN(CC(=O)N2CCCCC2)CC1,,
ex_plate1,C20,Compound_0057,example_library,Cc1nn(C)c2sc(C(=O)N(C)c3nc4ccccc4s3)cc12,,
ex_plate1,C21,Compound_0058,example_library,CCOc1ccc2oc(C(=O)NCCc3cccs3)c(C)c2c1,,
ex_plate1,C22,Compound_0059,example_library,C=CCN(c1ccccc1)S(=O)(=O)c1ccc(Br)cc1Cl,,
ex_plate1,D3,Compound_0060,example_library,CCOC(=O)c1c(N=Cc2ccccc2O)sc2c1CCC2,,
ex_plate1,D4,Compound_0061,example_library,CC1CCN(c2ccc3nnnn3n2)CC1,,
ex_plate1,D5,Compound_0062,example_library,CC(C)c1ccc(NC(=S)NNC(=O)NC(=O)c2csc([N+](=O)[O-])c2)cc1,,
ex_plate1,D6,Compound_0063,example_library,Clc1ccc(SCc2ccsc2-c2ncns2)cc1,,
ex_plate1,D7,Compound_0064,example_library,O=C(CSc1nnc(-c2ccc[nH]2)o1)N1CCC1,,
ex_plate1,D8,Compound_0065,example_library,CC(=O)c1ccc(N2CCN(C(=O)c3sccc3-n3cccc3)CC2)c(F)c1,,
ex_plate1,D9,Compound_0066,example_library,Cc1nc(C)c(-c2ccn(C(=O)c3c(C)noc3C)n2)o1,,
ex_plate1,D10,Compound_0067,example_library,S=C(NCc1ccco1)Nc1cccnc1,,
ex_plate1,D11,Compound_0068,example_library,CC(C)(C)OC(=O)NCCN=Cc1ccc(Cl)cc1,,
ex_plate1,D12,Compound_0069,example_library,Cn1cnc([N+](=O)[O-])c1SCc1csc2ccccc12,,
ex_plate1,D13,Compound_0070,example_library,CC1CCc2nc(NC(=O)Cc3c(F)cccc3Cl)sc2C1,,
ex_plate1,D14,Compound_0071,example_library,COc1ccc(C(C)=O)cc1COc1ccc(Cl)c(C)c1,,
ex_plate1,D15,Compound_0072,example_library,Clc1cc(Cl)c2c(c1)C=C1CCCCC1(N1CCCC1)O2,,
ex_plate1,D16,Compound_0073,example_library,O=C1CCCC(OC(=O)c2ccccc2Cl)=C1Cl,,
ex_plate1,D17,Compound_0074,example_library,CC(Nc1ccc2nnc(C(F)(F)F)n2n1)c1ccncc1,,
ex_plate1,D18,Compound_0075,example_library,Cc1cc(Br)c(NC(=S)NC(=O)C(C)(C)C)c(Br)c1,,
ex_plate1,D19,Compound_0076,example_library,Cc1ccc(-n2nnnc2SCC(=O)N2CCOCC2)c(C)c1,,
ex_plate1,D20,Compound_0077,example_library,CCc1ccc(C(NCC(=O)NC2(C#N)CCCCCC2)c2cccs2)cc1,,
ex_plate1,D21,Compound_0078,example_library,CCOC(=O)C(=CNNC(=O)C1C2C=CC(C2)C1C(=O)O)C(=O)OCC,,
ex_plate1,D22,Compound_0079,example_library,CC(C)OCc1ccccc1CNC(C(N)=O)c1ccccc1,,
ex_plate1,E3,Compound_0080,example_library,CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)OC)c1C,,
ex_plate1,E4,Compound_0081,example_library,Clc1ccc(N2CCN(c3nnnn3-c3ccccc3)CC2)cc1Cl,,
ex_plate1,E5,Compound_0082,example_library,Cc1nc(COc2ccc(C(=O)OCc3nnnn3-c3ccccc3)cc2)cs1,,
ex_plate1,E6,Compound_0083,example_library,Cc1ccc(N(C)NC(=O)NC(=O)c2c(F)cccc2Cl)nn1,,
ex_plate1,E7,Compound_0084,example_library,Cc1nn2c(nc(-n3cnnc3)c3ccccc32)c1Cl,,
ex_plate1,E8,Compound_0085,example_library,O=C(Nc1nncs1)C1CCN(C(=O)c2ccsc2)CC1,,
ex_plate1,E9,Compound_0086,example_library,COc1ccc(N(CC(=O)NCC(C)C)S(=O)(=O)c2cc(C)ccc2C)cc1,,
ex_plate1,E10,Compound_0087,example_library,Cc1cn(CCC(=O)Nc2ccc(N3CCOCC3)cc2)c2ccccc12,,
ex_plate1,E11,Compound_0088,example_library,COc1ccc(C(C)(C)C)cc1S(=O)(=O)NC1CC(C)(C)NC(C)(C)C1,,
ex_plate1,E12,Compound_0089,example_library,Cc1ccc(SCc2nccn2Cc2ccc(Cl)cc2)cc1,,
ex_plate1,E13,Compound_0090,example_library,Brc1ccc(-c2nnc(CN3CCN(Cc4nc5ccccc5s4)CC3)o2)s1,,
ex_plate1,E14,Compound_0091,example_library,O=C(N1CCCCC1)N1CCN(c2nc3ccccc3o2)CC1,,
ex_plate1,E15,Compound_0092,example_library,COc1cccc(NC(=O)CN(C)C(=O)CCCc2nc3ccccc3s2)c1,,
ex_plate1,E16,Compound_0093,example_library,Cc1ccc(Cl)cc1NC(=O)C(C)Sc1nnc(-c2ccc3c(c2)OCO3)n1-c1ccccc1,,
ex_plate1,E17,Compound_0094,example_library,Cc1cccc(C(=O)N2CCCN(S(=O)(=O)c3cccc4cc(C)cnc34)CC2)c1,,
ex_plate1,E18,Compound_0095,example_library,CCN(CCNC(=O)Cn1cc(C(F)(F)F)ccc1=O)c1cccc(C)c1,,
ex_plate1,E19,Compound_0096,example_library,Cc1cc(NC(=O)CN2CCCC2)no1,,
ex_plate1,E20,Compound_0097,example_library,CCS(=O)(=O)N1CCC(C(=O)Nc2ccccc2N2CCCCC2)CC1,,
ex_plate1,E21,Compound_0098,example_library,COCCNC(=O)c1ccccc1NCc1cc(=O)oc2c(C)c(C)ccc12,,
ex_plate1,E22,Compound_0099,example_library,Cc1ccccc1C(=O)NC(CC(C)C)C(=O)Nc1nnc(C2CC2)s1,,
ex_plate1,F3,Compound_0100,example_library,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,,
ex_plate1,F4,Compound_0101,example_library,CC1CC(C)CN(Cc2nc(N)nc(N(C)C)n2)C1,,
ex_plate1,F5,Compound_0102,example_library,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,PROGRAM,LUFENURON
ex_plate1,F6,Compound_0103,example_library,O=[N+]([O-])c1ccc(N2CCCC(CO)C2)c2ncccc12,,
ex_plate1,F7,Compound_0104,example_library,CC(NC(=O)CSc1ccc([N+](=O)[O-])cc1)c1cccc(Br)c1,,
ex_plate1,F8,Compound_0105,example_library,C#CCn1c(CSc2ccccc2)nc2ccccc21,,
ex_plate1,F9,Compound_0106,example_library,S=C(NC1CCCCC1)N1CC2CCC(CC2)C1,,
ex_plate1,F10,Compound_0107,example_library,O=c1cc(-c2ccccc2)sc2ccc(Cl)cc12,,
ex_plate1,F11,Compound_0108,example_library,COc1ccc(NC(=O)c2ccccc2C(F)(F)F)cc1OC1CCCC1,,
ex_plate1,F12,Compound_0109,example_library,C#CC1(NC(=O)C=CC(=O)O)CCCCC1,,
ex_plate1,F13,Compound_0110,example_library,O=S(=O)(c1cccc(C(F)(F)F)c1)N(Cc1ccc2c(c1)OCO2)c1ccc(F)cc1,,
ex_plate1,F14,Compound_0111,example_library,Cn1cnc([N+](=O)[O-])c1NC1Cc2ccccc2C1,,
ex_plate1,F15,Compound_0112,example_library,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,VIADENT,SANGUINARIUM CHLORIDE
ex_plate1,F16,Compound_0113,example_library,CSc1nnc(CCCO)n1-c1ccc(Cl)cc1Cl,,
ex_plate1,F17,Compound_0114,example_library,NS(=O)(=O)c1ccc(NC(=O)CSc2nnc(-c3ccco3)n2-c2ccccc2)cc1,,
ex_plate1,F18,Compound_0115,example_library,CCOC(=O)c1c(C)n(C)c2ccc(OCCN(C)C)cc12,,
ex_plate1,F19,Compound_0116,example_library,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,WYE-354,
ex_plate1,F20,Compound_0117,example_library,Cc1cc2nnc(SC(C)C(=O)NCCc3cccs3)n2c2ccccc12,,
ex_plate1,F21,Compound_0118,example_library,Cc1nn(C2CCS(=O)(=O)C2)c(C)c1CN(C)c1ncnc2c1cnn2C,,
ex_plate1,F22,Compound_0119,example_library,CC1CN(C(=O)CN2C(=O)NC3(CCSC3)C2=O)CC(C)O1,,
ex_plate1,G3,Compound_0120,example_library,O=C(NCCNc1nccc(C(F)(F)F)n1)Nc1cccc(Cl)c1Cl,,
ex_plate1,G4,Compound_0121,example_library,N#CC(c1ccccc1)N(CCO)CCO,,
ex_plate1,G5,Compound_0122,example_library,Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,,
ex_plate1,G6,Compound_0123,example_library,O=C(NC(=O)c1c(Cl)cccc1Cl)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,,
ex_plate1,G7,Compound_0124,example_library,O=C(C1=COCCO1)N1CCN(c2ccccc2)CC1,,
ex_plate1,G8,Compound_0125,example_library,O=C1OC(C(=O)N2CCSc3ccc(Cl)cc32)Cc2ccccc21,,
ex_plate1,G9,Compound_0126,example_library,CC(=O)c1ccc2c(c1)Nc1ccccc1S2,,
ex_plate1,G10,Compound_0127,example_library,CC1(C)CC(=O)C=C(SCc2cccc(Cl)c2)S1,,
ex_plate1,G11,Compound_0128,example_library,O=S(=O)(NCc1ccco1)c1ccc(I)cc1,,
ex_plate1,G12,Compound_0129,example_library,CCN(Cc1ccc2c(c1)OCCO2)S(=O)(=O)c1c(C)noc1C,,
ex_plate1,G13,Compound_0130,example_library,COc1cc(CN2C(=O)C(=O)N(C(C)C)C2=O)ccc1OC(F)F,,
ex_plate1,G14,Compound_0131,example_library,CCc1nnc(Cn2cnc3ccccc3c2=O)o1,,
ex_plate1,G15,Compound_0132,example_library,CC12CS(=O)(=O)CC1SC(=N)N2,,
ex_plate1,G16,Compound_0133,example_library,CSC1=CC(=O)CC(C)(C)S1,,
ex_plate1,G17,Compound_0134,example_library,CCc1nc2ccccc2nc1N1CCCC1,,
ex_plate1,G18,Compound_0135,example_library,CCOC(=O)c1sc(N(Cc2ccc(F)cc2)C(=O)c2cc(OC)c(OC)c(OC)c2)nc1C,,
ex_plate1,G19,Compound_0136,example_library,Cc1cccn2c(=O)cc(CN(C)CC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)nc12,,
ex_plate1,G20,Compound_0137,example_library,COc1ccc(CCCN(C)C(=O)c2ccc(NC(C)=O)s2)cc1OC,,
ex_plate1,G21,Compound_0138,example_library,S=C(NC1CCCCC1)Sc1ccc(Cl)cc1,,
ex_plate1,G22,Compound_0139,example_library,CC(c1ccc(F)cc1)N(C)C(=O)CSc1ncnc2ccsc12,,
ex_plate1,H3,Compound_0140,example_library,Cc1ccc(CNC(=O)c2ccccc2NC(=O)COC(=O)c2cc3ccccc3[nH]2)cc1,,
ex_plate1,H4,Compound_0141,example_library,COc1ccc(-c2nc(=O)c3ccccc3o2)cc1OC,,
ex_plate1,H5,Compound_0142,example_library,Cc1nc(SC2CCCCNC2=O)n(C2CCCCC2)c1C,,
ex_plate1,H6,Compound_0143,example_library,Cc1cc(C)n2nc(Sc3ncccn3)nc2n1,,
ex_plate1,H7,Compound_0144,example_library,COc1c(NC(=O)N2CC(C)OC(C)C2)csc1Cl,,
ex_plate1,H8,Compound_0145,example_library,CC(C)CCC(C)NC(=O)c1cc([N+](=O)[O-])c[nH]1,,
ex_plate1,H9,Compound_0146,example_library,CC1CCCN(S(=O)(=O)NCCCN(C)c2ccccc2)C1,,
ex_plate1,H10,Compound_0147,example_library,COc1cc2c(cc1OC)CN(CN1C(=O)C(=O)N(Cc3ccccc3)C1=O)CC2,,
ex_plate1,H11,Compound_0148,example_library,CSc1cccc(NC(=S)NCc2ccc(F)cc2)c1,,
ex_plate1,H12,Compound_0149,example_library,Cc1cc(C)c(C)c(S(=O)(=O)NCCC(C)C)c1C,,
ex_plate1,H13,Compound_0150,example_library,O=[N+]([O-])c1cc2c(c(CSc3nnc(NC4CCCCC4)s3)c1)OCOC2,,
ex_plate1,H14,Compound_0151,example_library,CC1c2ccsc2CCN1Cc1ncc(-c2ccc(F)cc2)o1,,
ex_plate1,H15,Compound_0152,example_library,CC(C)S(=O)(=O)c1cnc(N2CCCC2)nc1N,,
ex_plate1,H16,Compound_0153,example_library,CCN(Cc1nc2cc(C(F)(F)F)ccc2c(=O)[nH]1)Cc1ccc(Cl)s1,,
ex_plate1,H17,Compound_0154,example_library,COc1ccc(CCNC(=O)c2ccccc2NC(=O)CN2CCN(C(C)=O)CC2)cc1,,
ex_plate1,H18,Compound_0155,example_library,FC(F)(F)c1ccnc(N2CCN(Cc3ccc4c(c3)CCO4)CC2)n1,,
ex_plate1,H19,Compound_0156,example_library,O=C(CSc1ccc(F)cc1)N1CCN(c2ccccc2)CC1,,
ex_plate1,H20,Compound_0157,example_library,Clc1cc(Cl)cc(Nc2ncnc(-n3cccc3)n2)c1,,
ex_plate1,H21,Compound_0158,example_library,COc1ccc(OCCN(C)C(=O)Cc2c(C)nn(C)c2C)cc1,,
ex_plate1,H22,Compound_0159,example_library,COCCNC(=O)C(CC(C)C)NC(=O)c1ccc(Cl)cc1Cl,,
ex_plate1,I3,Compound_0160,example_library,CC(Oc1ccc(Br)cc1Br)C(=O)N1CCNC1=O,,
ex_plate1,I4,Compound_0161,example_library,,,
ex_plate1,I5,Compound_0162,example_library,CCCc1ccc(-c2nc(-c3c(Cl)cccc3Cl)no2)cc1,,
ex_plate1,I6,Compound_0163,example_library,Cc1nn(CC(C)C)c2sc(C(=O)OC(C)C(=O)N3CC(=O)Nc4ccccc43)cc12,,
ex_plate1,I7,Compound_0164,example_library,O=C(CSc1nc2cc(Cl)ccc2s1)NC(=O)NCc1ccco1,,
ex_plate1,I8,Compound_0165,example_library,CC1CCCCC1NC(=O)c1ccccc1I,,
ex_plate1,I9,Compound_0166,example_library,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1cccc(Nc2ncccn2)c1,,
ex_plate1,I10,Compound_0167,example_library,Cc1cccc(N=Cc2cc(Cl)cc(Cl)c2O)c1C,,
ex_plate1,I11,Compound_0168,example_library,c1csc(-c2noc(CCCN3CCNCC3)n2)c1,,
ex_plate1,I12,Compound_0169,example_library,Cn1ccnc1SCCNc1ncnc2c1cnn2C,,
ex_plate1,I13,Compound_0170,example_library,CC(C)(C)NC(=O)CSc1nnnn1CC1CCCO1,,
ex_plate1,I14,Compound_0171,example_library,Cc1ccc(OC(=O)c2ccc(C(C)(C)C)cc2)c(Br)c1,,
ex_plate1,I15,Compound_0172,example_library,O=C(Cn1ncc(Cl)c(Cl)c1=O)N(C1=CCCCC1)C1CC1,,
ex_plate1,I16,Compound_0173,example_library,O=C(Nc1ccccc1)Nc1cccnc1N1CCC(C(F)(F)F)CC1,,
ex_plate1,I17,Compound_0174,example_library,Cc1ccccc1N1CCNCC1,,
ex_plate1,I18,Compound_0175,example_library,c1cc2c(cc1C1(CNc3ccc4nnnn4n3)CCCC1)OCCO2,,
ex_plate1,I19,Compound_0176,example_library,Cc1nc(-c2nnc(SCC(=O)c3ccc(F)cc3)n2C)cs1,,
ex_plate1,I20,Compound_0177,example_library,CSc1nc(N2CCCC2)nc(-c2ccco2)c1C#N,,
ex_plate1,I21,Compound_0178,example_library,O=C1c2ccccc2NC(c2cccc(O)c2O)N1C1CC1,,
ex_plate1,I22,Compound_0179,example_library,Cc1nc(-c2cccs2)sc1C(=O)NNS(=O)(=O)c1ccc(Cl)cc1,,
ex_plate1,J3,Compound_0180,example_library,,,
ex_plate1,J4,Compound_0181,example_library,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O,Alogliptin??SYR-322??,
ex_plate1,J5,Compound_0182,example_library,CC(C)C(OC(=O)c1ccccc1)c1nccc2ccccc12,,
ex_plate1,J6,Compound_0183,example_library,COc1ccccc1-n1cnnc1SCC(=O)NC(C)c1ccc(Cl)cc1Cl,,
ex_plate1,J7,Compound_0184,example_library,Cc1ccc(SC(=O)c2csnn2)cc1,,
ex_plate1,J8,Compound_0185,example_library,COc1cc(C(C)O)ccc1COc1ccc(CO)cc1OC,,
ex_plate1,J9,Compound_0186,example_library,Cc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2)cc1,,
ex_plate1,J10,Compound_0187,example_library,COc1ccc(S(=O)(=O)NCCCN(C)C2CCCCC2)cc1OC,,
ex_plate1,J11,Compound_0188,example_library,FC(F)(F)c1cc(SCc2c(Cl)cccc2Cl)cc(C(F)(F)F)c1,,
ex_plate1,J12,Compound_0189,example_library,CC(C)(C)c1ccc(OCCNC(=O)Cc2csc(NC(=O)c3ccco3)n2)cc1,,
ex_plate1,J13,Compound_0190,example_library,O=C(c1cncc(-c2cccs2)c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,,
ex_plate1,J14,Compound_0191,example_library,O=C(c1ccccc1)C1CCN(C(=O)C(F)(F)F)CC1,,
ex_plate1,J15,Compound_0192,example_library,Cc1cc(O)nc(C23CC4CC(CC(C4)C2)C3)n1,,
ex_plate1,J16,Compound_0193,example_library,CC(NC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc32)c1)c1ccc(-n2cncn2)cc1,,
ex_plate1,J17,Compound_0194,example_library,CCOC(=O)c1c(NC(=O)c2ccc(C(C)(C)C)cc2)nc(SC)n1-c1ccccc1OC,,
ex_plate1,J18,Compound_0195,example_library,CC(=O)c1c(C)nc(C)nc1SCc1nc(-c2cccs2)oc1C,,
ex_plate1,J19,Compound_0196,example_library,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)NS(=O)(=O)c1ccc(Cl)cc1,,
ex_plate1,J20,Compound_0197,example_library,Cc1nc2cc(-c3ccccc3)nn2c(C)c1Sc1nccc(-c2cccnc2)n1,,
ex_plate1,J21,Compound_0198,example_library,Cc1ccc(NC(=O)CN(C)CC(=O)Nc2cc3c(cc2Cl)OCCCO3)cc1,,
ex_plate1,J22,Compound_0199,example_library,CCOC(=O)CSc1c(C(=O)OCC)c(=O)n(-c2ccccc2)c(=S)n1-c1ccccc1,,
ex_plate1,K3,Compound_0200,example_library,O=C(O)Cc1noc2ccccc12,,
ex_plate1,K4,Compound_0201,example_library,CCCCN(C(=O)C1CCCO1)c1c(N)n(CCC)c(=O)[nH]c1=O,,
ex_plate1,K5,Compound_0202,example_library,O=C1OCCC1Nc1ccccc1Oc1ccccc1,,
ex_plate1,K6,Compound_0203,example_library,CSC1=NC(=Cc2ccc([N+](=O)[O-])cc2)C(=O)N1CCOc1cccc(Cl)c1,,
ex_plate1,K7,Compound_0204,example_library,CN(CC(=O)N1CCc2sccc2C1)Cc1nc2ccccc2s1,,
ex_plate1,K8,Compound_0205,example_library,Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl,Ki16425,
ex_plate1,K9,Compound_0206,example_library,CSc1ccc(C2SCC(=O)N2CC2COc3ccccc3O2)cc1,,
ex_plate1,K10,Compound_0207,example_library,COc1cc([N+](=O)[O-])c(OC)cc1SCC(=O)NNC(=S)Nc1cc(C(F)(F)F)ccc1Cl,,
ex_plate1,K11,Compound_0208,example_library,O=S(=O)(NCCCN1CCOCC1)c1ccc(I)cc1,,
ex_plate1,K12,Compound_0209,example_library,O=[N+]([O-])C=Cc1cccc(Oc2ccccc2)c1,,
ex_plate1,K13,Compound_0210,example_library,CC(=O)OCC(=O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC21C,,TETRAHYDROCORTISONE-21-ACETATE
ex_plate1,K14,Compound_0211,example_library,O=C1CCCC(=O)C1=CNc1ccc(Cl)cc1,,
ex_plate1,K15,Compound_0212,example_library,CC(OC(=O)c1n[nH]c2ccccc12)C(=O)Nc1ccc(F)c(F)c1F,,
ex_plate1,K16,Compound_0213,example_library,O=C(OCc1cc(=O)n2ccccc2n1)C1=Cc2ccccc2OC1,,
ex_plate1,K17,Compound_0214,example_library,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,SPIROPITAN,SPIPERONE
ex_plate1,K18,Compound_0215,example_library,O=C(CSC1=NCCS1)NC1CCCCCCC1,,
